     Depth,     GAMMA,  RES(16N),  RES(64N),   NEUTRON,Outcome
350.3,109.5,65,81.5,647.6,Hard_water
350.5,101.4,66.3,85.3,668.3,Hard_water
350.8,101.6,67.3,87.7,657.5,Hard_water
351,103.5,68.1,90.5,630.9,Hard_water
351.3,101.8,69,92.1,626.5,Hard_water
351.5,105,69.7,93.1,651.1,Hard_water
351.8,103.5,70.2,93.6,680.5,Hard_water
352,106.6,70.5,93.5,716.1,Hard_water
352.3,109.7,70.9,93.2,730.7,Hard_water
352.5,103.3,70.6,93.3,770.1,Hard_water
352.8,102.4,70.2,93.9,782.9,Hard_water
353,102.8,70.8,95.1,807.2,Hard_water
353.3,100.3,71.3,94.5,808.8,Hard_water
353.5,93.2,71.9,94.3,799.7,Hard_water
353.8,94.3,72.3,95,777,Hard_water
354,90.5,71.8,96.4,736.8,Hard_water
354.3,89.9,72.2,96.2,755.5,Hard_water
354.5,90.8,73.9,98.7,809,Hard_water
354.8,91.7,73.8,100.1,834.8,Hard_water
355,91.7,73.6,103.1,833.4,Hard_water
355.3,92.4,74.3,104.6,831.5,Hard_water
355.5,85.3,74.6,104.6,848,Hard_water
355.8,82.5,75.1,104.3,853.8,Hard_water
356,86,75.8,103.6,836.8,Hard_water
356.3,91.5,76,102.6,806.7,Hard_water
356.5,95.6,75.8,101.8,747.7,Hard_water
356.8,93,75.4,101.8,700.3,Hard_water
357,91.4,74.3,100.8,678.5,Hard_water
357.3,89.2,73.9,99.9,680.3,Hard_water
357.5,94.1,73.1,98.6,609.2,Hard_water
357.8,94.7,73,97.8,566.1,Hard_water
358,95.9,73.1,99.1,547.6,Hard_water
358.3,96.3,72.4,99.9,546.7,Hard_water
358.5,85.3,73,103.3,569.6,Hard_water
358.8,79.1,73.5,106.3,594.1,Hard_water
359,58.8,72.4,108.9,617,Hard_water
359.3,53.8,72.6,110.5,583.9,Hard_water
359.5,56.5,72.8,107.8,584.2,Hard_water
359.8,59.8,73.8,104.2,628.5,Hard_water
360,74.6,75.9,102.9,692.3,Hard_water
360.3,75.9,75.4,104,735.4,Hard_water
360.5,73.3,75.9,106.9,781,Hard_water
360.8,70.6,78.3,107.6,864.2,Hard_water
361,61.7,82.3,106.2,924,Hard_water
361.3,58.9,83.7,106.4,903.6,Hard_water
361.5,67.7,82.8,108.2,874.7,Hard_water
361.8,73.1,82.6,108.4,847.5,Hard_water
362,82.6,82.4,108.1,854.7,Hard_water
362.3,88.8,81.5,109.7,839.6,Hard_water
362.5,93.5,79.5,111.8,806,Hard_water
362.8,94.1,79.2,111.8,795.4,Hard_water
363,97.2,78.3,108.9,790.8,Hard_water
363.3,91.8,77.7,108,801,Hard_water
363.5,90.7,77,108.2,822.4,Hard_water
363.8,84.5,77,107.6,824.8,Hard_water
364,82.7,77.6,106.9,826.2,Hard_water
364.3,84.3,77.8,107.8,841.3,Hard_water
364.5,87.3,77.3,107.6,840,Hard_water
364.8,96.2,77.4,106.9,820,Hard_water
365,97.2,77.2,106.2,816.5,Hard_water
365.3,95.8,76.7,105.9,849.8,Hard_water
365.5,89,76.4,105.9,813.2,Hard_water
365.8,85.1,76.2,106.3,794.7,Hard_water
366,88.2,76.5,105.6,789.3,Hard_water
366.3,94.1,77.1,102,759.7,Hard_water
366.5,89.5,78.7,99.5,823.9,Hard_water
366.8,87.6,79.1,99.5,900.6,Hard_water
367,78.5,79.7,100.1,852.1,Hard_water
367.3,77.3,81.2,101.4,780.5,Hard_water
367.5,80.8,81.2,107.2,775.9,Hard_water
367.8,84.5,80.6,111.5,773.8,Hard_water
368,82.9,80.5,113.7,813.4,Hard_water
368.3,82.1,80.5,113.1,820.2,Hard_water
368.5,86.2,79.1,111,790.2,Hard_water
368.8,87.3,78.1,108.9,806,Hard_water
369,95.1,77.2,106.4,842,Hard_water
369.3,93.6,77.1,104,858.4,Hard_water
369.5,91.6,76.2,102.6,878.6,Hard_water
369.8,90.5,76.4,102.3,865.7,Hard_water
370,83.1,76.4,100.7,813.2,Hard_water
370.3,92.2,76,100.4,787.9,Hard_water
370.5,100.3,75.3,102,785.4,Hard_water
370.8,103,74.3,102.3,786.2,Hard_water
371,106.2,74,100.1,735.2,Hard_water
371.3,101,74.1,98.3,764.1,Hard_water
371.5,100.3,73.5,96.6,775.2,Hard_water
371.8,99,72.2,97,726.3,Hard_water
372,85,70,98.4,732.6,Hard_water
372.3,76.4,70.3,98.6,776.6,Hard_water
372.5,67,70.7,97.8,796,Hard_water
372.8,68.9,70.8,98.8,755.9,Hard_water
373,77.2,70.6,101.1,729.8,Hard_water
373.3,82.3,70.1,101.2,734.5,Hard_water
373.5,77.7,72.3,101.5,827.5,Hard_water
373.8,73.5,77,102.1,912.5,Hard_water
374,62.4,82.5,104.9,946,Hard_water
374.3,59.2,82.6,106.4,846.6,Hard_water
374.5,66,80.6,107.2,671.5,Hard_water
374.8,73.1,78.1,105,649.3,Hard_water
375,86.5,74.9,98.7,590.2,Hard_water
375.3,91.9,73.1,97.8,568.5,Hard_water
375.5,101.7,69.3,94,535.9,Hard_water
375.8,100.9,68.5,91.7,539.5,Hard_water
376,92.4,69.1,92.5,638.1,Hard_water
376.3,84.1,68.9,93.6,654.3,Hard_water
376.5,77,69,96.4,645.7,Hard_water
376.8,80.8,68.9,98.3,620.5,Hard_water
377,75.9,69,99.1,675.6,Hard_water
377.3,74.7,70,99.8,773.5,Hard_water
377.5,55.2,71.2,101.3,806.4,Hard_water
377.8,48.9,71.6,102.6,771,Hard_water
378,48.1,72,104.8,755,Hard_water
378.3,50.6,72.4,104.3,778.7,Hard_water
378.5,61.5,73.5,102.2,825,Hard_water
378.8,65,73.4,100.3,848.6,Hard_water
379,71.5,71.8,98.7,808.2,Hard_water
379.3,74.6,70.3,97.6,760.7,Hard_water
379.5,80.3,69.1,95.8,771.1,Hard_water
379.8,80.3,69.1,95.6,810.1,Hard_water
380,74.9,68.1,96.3,773.1,Hard_water
380.3,69.2,67.9,97,766.8,Hard_water
380.5,70,68.4,96.9,823.1,Hard_water
380.8,72.5,69,96.4,824.6,Hard_water
381,71.8,70.8,96,797.3,Hard_water
381.3,70.8,72.7,95.1,791.3,Hard_water
381.5,71.2,74.4,94.1,782.7,Hard_water
381.8,72.2,74,95.4,746.6,Hard_water
382,65.7,72,98.6,779,Hard_water
382.3,64.2,71.6,98.9,795.4,Hard_water
382.5,60,72.7,100.9,759,Hard_water
382.8,63.6,71.8,101.7,782,Hard_water
383,61.7,71.3,102.1,864,Hard_water
383.3,63.9,72.1,102.1,881.4,Hard_water
383.5,64.1,72.3,101.1,848.9,Hard_water
383.8,70.8,73.4,102,863.2,Hard_water
384,82.5,76.7,104,884.6,Hard_water
384.3,84.5,78.8,104.8,880.9,Hard_water
384.5,89.5,81.6,108.4,824.3,Hard_water
384.8,84.1,82,110,784,Hard_water
385,79.9,80.6,110.6,792.3,Hard_water
385.3,71.2,80,110.1,782.7,Hard_water
385.5,68.3,78.8,107,719.5,Hard_water
385.8,71.4,78,106.1,688,Hard_water
386,67.5,77,102.8,697.1,Hard_water
386.3,63.6,77.3,98.3,719.8,Hard_water
386.5,65.3,77.2,93,773.9,Hard_water
386.8,71.1,74.4,93.2,751.6,Hard_water
387,84.9,68.9,95,681.6,Hard_water
387.3,82,68.2,96.1,744.2,Hard_water
387.5,73.3,70.5,97.9,833.3,Hard_water
387.8,66.8,72,99.4,837.5,Hard_water
388,68.1,75,100.8,859.8,Hard_water
388.3,73.6,77.3,101.3,886.4,Hard_water
388.5,88.5,77.5,101,830.1,Hard_water
388.8,90.8,77.6,102.4,752.3,Hard_water
389,96.6,76.5,104.3,747.5,Hard_water
389.3,100.1,77.3,105.9,763.9,Hard_water
389.5,99.8,78.4,107.4,781.5,Hard_water
389.8,99.9,78.7,107.9,804,Hard_water
390,98.9,79.6,107.7,813.5,Hard_water
390.3,90.7,79.7,107.4,821.6,Hard_water
390.5,77.9,78.6,105.7,849.3,Hard_water
390.8,72.5,78,104.3,856.3,Hard_water
391,71.5,76.7,103.5,824.4,Hard_water
391.3,74.1,75.6,103.4,793.4,Hard_water
391.5,75.7,74.5,103.4,788.4,Hard_water
391.8,78,75.5,103.6,778.5,Hard_water
392,82.1,76.2,103.3,743.6,Hard_water
392.3,84.5,76.6,104.5,724.5,Hard_water
392.5,90,77.3,103.1,705.8,Hard_water
392.8,89.5,77.8,100.4,678.9,Hard_water
393,88.2,78.6,99.2,707.5,Hard_water
393.3,88,77.9,98.7,721.9,Hard_water
393.5,86.7,78.2,97.1,664.6,Hard_water
393.8,84.3,79.2,95.9,653.7,Hard_water
394,87.6,80,95.7,636,Hard_water
394.3,90,78.4,96.6,640.6,Hard_water
394.5,90.9,77.1,97.5,651.2,Hard_water
394.8,88.9,76.8,98.9,661.2,Hard_water
395,80.9,76.5,102.7,730,Hard_water
395.3,72.1,76.9,105.3,723.6,Hard_water
395.5,63.5,78.5,106.6,678.1,Hard_water
395.8,67.6,80.2,107.6,664.7,Hard_water
396,63.1,80.6,108.5,775.9,Hard_water
396.3,60.5,80.7,108.7,910,Hard_water
396.5,57.6,83.8,107.7,960,Hard_water
396.8,57.6,82,106.5,904.7,Hard_water
397,71.5,78.2,104.9,809.2,Hard_water
397.3,81.8,76,103.5,779.9,Hard_water
397.5,94.4,72.8,98,703.3,Hard_water
397.8,99.7,71.6,94.7,695.4,Hard_water
398,100.5,72,92.6,736,Hard_water
398.3,98.4,73,92.8,728.8,Hard_water
398.5,96.2,73.1,93.4,730.8,Hard_water
398.8,102.4,73.9,95.2,744.1,Hard_water
399,91.9,74.5,96.1,764.7,Hard_water
399.3,93.3,74.3,96.5,782.4,Hard_water
399.5,101.3,74.6,96.6,765.2,Hard_water
399.8,97.7,74.8,95.5,763.4,Hard_water
400,104.6,74.7,95.2,787.9,Hard_water
400.3,105.5,74.4,95.7,773.3,Hard_water
400.5,110.8,73.5,95.3,771.7,Hard_water
400.8,121.9,73.3,96,771.5,Hard_water
401,120.5,73,96.4,753.6,Hard_water
401.3,113.1,72.7,97.1,750.6,Hard_water
401.5,103.3,73.1,97.6,713.6,Hard_water
401.8,97.9,73.1,97.3,692.6,Hard_water
402,101.9,72.8,95.9,678.2,Hard_water
402.3,105.1,72.8,94.9,665.5,Hard_water
402.5,112,72.8,93.5,655.4,Hard_water
402.8,118.2,72.4,93.3,637.1,Hard_water
403,115.6,71.4,94.6,613.4,Hard_water
403.3,105.6,71.3,96.3,678.5,Hard_water
403.5,86.7,73.5,98.1,881.5,Hard_water
403.8,81.1,76.3,98.7,922.2,Hard_water
404,70.7,77.2,99.6,835.5,Hard_water
404.3,73.9,77.2,100.8,831,Hard_water
404.5,80.1,77.7,103.3,826.4,Hard_water
404.8,72,77.3,103.9,813.2,Hard_water
405,64.5,77.4,106.8,848.8,Hard_water
405.3,63.2,78.9,108.2,923.6,Hard_water
405.5,50.5,80.9,108.9,975.5,Hard_water
405.8,55.7,80,109.3,879.8,Hard_water
406,64.2,77.4,109.3,805.6,Hard_water
406.3,64,77,108.5,812.4,Hard_water
406.5,68.1,77,105.7,839,Hard_water
406.8,74.1,76.9,105.1,791.2,Hard_water
407,75.4,77.2,105.5,728.7,Hard_water
407.3,84.9,78.1,104.5,747.3,Hard_water
407.5,86,79.4,103.8,722.9,Hard_water
407.8,88.5,79.1,102.4,722.7,Hard_water
408,93.7,78.2,103,691.1,Hard_water
408.3,94,77.3,103.5,676.2,Hard_water
408.5,87.2,76.2,102.5,679.6,Hard_water
408.8,82.3,76.4,101.8,696.9,Hard_water
409,81.3,75.8,99,730.5,Hard_water
409.3,85.3,75.1,97.1,705.7,Hard_water
409.5,93.7,71.9,97.6,672.8,Hard_water
409.8,98.2,70.4,97.8,687.7,Hard_water
410,83,71.3,97.3,673.1,Hard_water
410.3,75.1,72.9,97.4,665.3,Hard_water
410.5,68.4,73.4,97.4,712.8,Hard_water
410.8,68.8,73.3,97.8,716,Hard_water
411,75.9,73.6,95.3,689.5,Hard_water
411.3,78.2,73.8,92.3,747.6,Hard_water
411.5,83.5,75.4,90.7,788.8,Hard_water
411.8,84.7,74.7,89.8,703.7,Hard_water
412,92.4,72.5,88.8,622.8,Hard_water
412.3,98.6,71.4,89.7,637.4,Hard_water
412.5,97.1,70.1,91.5,649.6,Hard_water
412.8,91,70.4,92.7,668.4,Hard_water
413,84.5,71.8,96.9,700.9,Hard_water
413.3,85.4,72.5,100.7,674.5,Hard_water
413.5,85.7,73,104.3,648.4,Hard_water
413.8,86.4,73.1,105,643.8,Hard_water
414,81.6,73,103.7,635.6,Hard_water
414.3,81.2,73.4,103.6,660.5,Hard_water
414.5,80.7,73.6,101.2,701.1,Hard_water
414.8,82.4,73.5,99.9,714.1,Hard_water
415,89.5,72.7,99.7,680.8,Hard_water
415.3,90,72.2,99.4,654.6,Hard_water
415.5,97.5,73.7,97.5,667.6,Hard_water
415.8,96.6,75.9,96,685.2,Hard_water
416,94.6,77.3,95.9,727.9,Hard_water
416.3,95.5,77.3,96.3,768.9,Hard_water
416.5,100,79.3,96.2,811.4,Hard_water
416.8,101.4,78.9,95.7,776.1,Hard_water
417,107.3,76.3,97.7,739.3,Hard_water
417.3,107.5,75.9,99.8,756,Hard_water
417.5,104.9,76,99.8,756.4,Hard_water
417.8,107.3,75.8,99.4,736.3,Hard_water
418,108.7,75.5,99.6,723.3,Hard_water
418.3,112.2,75.1,99.6,726.3,Hard_water
418.5,111.8,75.1,97.7,726.1,Hard_water
418.8,105.8,75.3,96.1,762.3,Hard_water
419,102.7,74.7,94.1,759.2,Hard_water
419.3,103.3,73,93.3,708.7,Hard_water
419.5,108.1,70.6,91.8,708.1,Hard_water
419.8,109.9,70.2,89.6,721.6,Hard_water
420,114.9,69.9,86.6,703.1,Hard_water
420.3,110.6,69.5,85.1,717.3,Hard_water
420.5,110.6,68.8,84.4,742.3,Hard_water
420.8,113.7,68.4,83,724.7,Hard_water
421,117.1,66.8,80.3,703.6,Hard_water
421.3,117.1,65.7,79.1,724.7,Hard_water
421.5,118.4,63.6,77.8,717.1,Hard_water
421.8,117.9,61.6,76.1,667.7,Hard_water
422,126,58.8,74.8,637.6,Hard_water
422.3,126.1,58.3,73.9,655.1,Hard_water
422.5,124.2,57.8,71.7,687.3,Hard_water
422.8,125.7,57.1,70.4,664.1,Hard_water
423,128.6,55.6,69.2,654.9,Hard_water
423.3,129.8,54.5,68.5,681.1,Hard_water
423.5,131.1,53.7,67.6,655.8,Hard_water
423.8,130.6,53.2,67.3,632.4,Hard_water
424,134.3,53.1,67.5,643.7,Hard_water
424.3,130,53.4,67.5,663.5,Hard_water
424.5,124.1,55.2,66.3,670.5,Hard_water
424.8,124.5,56.3,66.1,665.4,Hard_water
425,122.4,58.1,67.8,681.6,Hard_water
425.3,124.3,59.4,70,680,Hard_water
425.5,117.3,63.8,74.3,707.3,Hard_water
425.8,106,68.1,77.9,726.7,Hard_water
426,92.9,71.7,85.9,687.9,Hard_water
426.3,93.1,73.9,91.4,660.8,Hard_water
426.5,89.9,75.4,98.4,619.5,Hard_water
426.8,90.6,76,99.3,601,Hard_water
427,92.7,75.2,99.8,562.2,Hard_water
427.3,94.3,74.7,99.1,528.6,Hard_water
427.5,91.9,74.7,98.2,608.7,Hard_water
427.8,82.5,75.2,99.7,663.4,Hard_water
428,63.3,74.8,103.5,738.5,Hard_water
428.3,55.3,75.6,105.8,822.1,Hard_water
428.5,44.1,76.6,101.6,888.9,Hard_water
428.8,40.2,78.4,99.2,964.2,Hard_water
429,38.7,78.3,97.9,1036.8,Hard_water
429.3,37,76.6,97.7,992.6,Hard_water
429.5,34.9,75.1,96.4,924.9,Hard_water
429.8,35.4,74.1,98.9,846.2,Hard_water
430,40.2,71.5,104.4,790.6,Hard_water
430.3,43.7,70.3,106.4,818,Hard_water
430.5,43.8,70.8,103.2,840.5,Hard_water
430.8,42.9,71.5,99.5,861.2,Hard_water
431,48.1,71.7,94.8,820.7,Hard_water
431.3,60.8,71.2,91.8,781.1,Hard_water
431.5,86,70,89,719.4,Hard_water
431.8,97,69.4,86.8,712,Hard_water
432,103.9,70.4,85.3,766.3,Hard_water
432.3,104.4,71.5,86.1,741.2,Hard_water
432.5,100.7,70.3,89.4,656.7,Hard_water
432.8,99.1,70.4,93.1,656.5,Hard_water
433,89.2,73.5,96.7,742.6,Hard_water
433.3,76.4,75.2,97.2,756.3,Hard_water
433.5,76.4,76,101.7,753.1,Hard_water
433.8,75.8,75.6,105.3,745.9,Hard_water
434,83.3,75,102.6,683.3,Hard_water
434.3,90.3,75.7,99.7,640,Hard_water
434.5,93.9,73.6,95.5,641.6,Hard_water
434.8,100.5,71.4,93.6,637.9,Hard_water
435,109.6,70.2,91.8,596.2,Hard_water
435.3,100.6,69.5,89.6,661.7,Hard_water
435.5,93.3,71.5,89.6,712.5,Hard_water
435.8,93.1,73.1,90.5,669.3,Hard_water
436,94.2,73.4,91,671.8,Hard_water
436.3,97.6,73.2,91.9,709.5,Hard_water
436.5,100.9,73.7,92.3,736.6,Hard_water
436.8,102.5,73.4,93.1,727.1,Hard_water
437,100.6,73.2,95.9,689.8,Hard_water
437.3,96.9,73.5,97.3,713.4,Hard_water
437.5,84.1,76.6,98.5,820.9,Hard_water
437.8,74.8,78.6,100.5,880.4,Hard_water
438,73.4,78.6,101.1,886.2,Hard_water
438.3,68,79.8,101.4,888,Hard_water
438.5,63.3,81,101.8,961.5,Hard_water
438.8,64.4,79.8,101.3,946.4,Hard_water
439,62,76.3,100,887.8,Hard_water
439.3,69.2,74.1,98.2,834.8,Hard_water
439.5,86.5,71,92.9,657.1,Hard_water
439.8,91.1,69,90.1,617.7,Hard_water
440,105.6,68.4,87.4,635.3,Hard_water
440.3,106,68.3,86.9,622.3,Hard_water
440.5,100.7,69.6,87.2,729.8,Hard_water
440.8,91.8,71.6,87.8,818.1,Hard_water
441,85.7,72.7,90.1,743.3,Hard_water
441.3,88.2,71.8,90.4,667.5,Hard_water
441.5,91.2,71.6,90.9,698.2,Hard_water
441.8,97.4,72.7,90,726.7,Hard_water
442,97.1,72.9,90.5,674.7,Hard_water
442.3,100,72.2,92.8,656,Hard_water
442.5,94.4,73.8,95.3,724,Hard_water
442.8,91.1,75.9,94.4,770.3,Hard_water
443,83.3,77.2,94.7,724.8,Hard_water
443.3,86.3,76.2,94.6,637.2,Hard_water
443.5,96.8,74.5,92.6,571.6,Hard_water
443.8,106.7,72.8,91.8,543.5,Hard_water
444,113,71.1,91.4,542.3,Hard_water
444.3,111.3,71.3,90.9,552,Hard_water
444.5,109.4,72.2,91.6,529.8,Hard_water
444.8,103.8,72.7,92.5,527.7,Hard_water
445,101.5,73.7,94.6,498.6,Hard_water
445.3,105.4,73.7,97.1,512.5,Hard_water
445.5,107.6,73.3,99.7,564.4,Hard_water
445.8,107.3,74.4,99.2,565.8,Hard_water
446,106.1,76.9,96.3,566.1,Hard_water
446.3,103.6,79.2,96.6,607,Hard_water
446.5,99.6,78.5,99.1,669.8,Hard_water
446.8,93.2,78.5,100.6,659.7,Hard_water
447,76.9,79.5,99.8,703.1,Hard_water
447.3,78.5,80.6,98.9,735.5,Hard_water
447.5,86.3,78.4,98.1,676.7,Hard_water
447.8,93.1,75.3,96.8,603.1,Hard_water
448,105.4,72.7,92.2,609.4,Hard_water
448.3,106.9,73.2,89.8,695.6,Hard_water
448.5,105,73,88.9,674.3,Hard_water
448.8,99.1,71.6,89.5,655.3,Hard_water
449,85.8,71,94.3,773.9,Hard_water
449.3,75,70.9,97.3,791.4,Hard_water
449.5,62.6,71.6,100.9,752.7,Hard_water
449.8,61.6,72.3,102.1,747,Hard_water
450,58.7,71.9,100.9,770.8,Hard_water
450.3,65.7,71.1,98.1,768.3,Hard_water
450.5,83.9,67.9,94.3,656.9,Hard_water
450.8,88.1,66.9,92.2,623.8,Hard_water
451,96.1,68.8,88.4,659.1,Hard_water
451.3,96.6,72.2,84.8,678.8,Hard_water
451.5,93.4,75.3,85.6,701.6,Hard_water
451.8,101,73.6,89.8,659.5,Hard_water
452,94.9,71.4,94.1,630,Hard_water
452.3,98.9,72.7,95,686,Hard_water
452.5,91.4,75.9,98,720.3,Hard_water
452.8,86.6,76.1,99.7,741.2,Hard_water
453,96.7,76.6,101.1,688.8,Hard_water
453.3,93.3,77.5,99.6,669.8,Hard_water
453.5,93.7,79.5,99.2,755.7,Hard_water
453.8,87.9,80.7,100.6,738.8,Hard_water
454,84.3,80,100.5,712,Hard_water
454.3,85,80.8,101.8,742.6,Hard_water
454.5,88.9,80.1,102.1,773.4,Hard_water
454.8,91.4,78.4,100.6,748.8,Hard_water
455,102.3,76.3,98.7,696.4,Hard_water
455.3,104.9,76.1,96.7,686.7,Hard_water
455.5,102.4,75.5,94,726.5,Hard_water
455.8,94.4,76.2,94.8,805.4,Hard_water
456,80.1,78.7,96.8,846,Hard_water
456.3,69.8,79.3,97.8,816.8,Hard_water
456.5,71,79.4,100.3,834.2,Hard_water
456.8,79.9,78.6,102,838.3,Hard_water
457,94.5,76.2,98.4,783.8,Hard_water
457.3,102.6,74.1,94.2,743.7,Hard_water
457.5,114.1,70.5,87.9,702.5,Hard_water
457.8,121.2,67.8,84.7,665.8,Hard_water
458,123.6,63.9,81,632.4,Hard_water
458.3,123.7,62.7,79.5,628.8,Hard_water
458.5,123,61.1,77.9,586.8,Hard_water
458.8,126.6,60.5,76.8,559.4,Hard_water
459,130.1,60.1,75.6,552.4,Hard_water
459.3,131.2,59.6,74.3,550.8,Hard_water
459.5,130.1,57.6,73.7,551.8,Hard_water
459.8,128.3,56.2,73,547.6,Hard_water
460,127.3,55.8,72.6,495.2,Hard_water
460.3,124.4,55.6,71.9,496.7,Hard_water
460.5,130.1,56.6,73,532.1,Hard_water
460.8,129.5,57.9,75.3,523.7,Hard_water
461,136.5,61.2,79.4,495.8,Hard_water
461.3,129,66.3,81.7,524.3,Hard_water
461.5,113.4,76.9,88.3,706.4,Hard_water
461.8,98.1,82.7,94.3,816.4,Hard_water
462,85.6,87.1,103.1,863.7,Hard_water
462.3,80.4,87.5,105.2,836.8,Hard_water
462.5,77.5,86.2,104.8,781.9,Hard_water
462.8,77.8,83,100.4,725.9,Hard_water
463,88.6,76.2,93.8,631.4,Hard_water
463.3,99.2,71.5,89.7,615.9,Hard_water
463.5,119.5,67.2,83.8,619,Hard_water
463.8,124.9,65.1,80.9,627.8,Hard_water
464,128,63.4,79,656.4,Hard_water
464.3,124.6,62.4,78.6,671.7,Hard_water
464.5,122.1,62,76.9,672.9,Hard_water
464.8,120.8,62.3,76.4,693.5,Hard_water
465,120.8,62.1,75,737.3,Hard_water
465.3,116.9,61.9,74.3,715,Hard_water
465.5,114.2,61,73.1,712.7,Hard_water
465.8,114,60,71.9,712.7,Hard_water
466,121.1,58.2,71.2,678.2,Hard_water
466.3,119.4,56.6,69.8,671.5,Hard_water
466.5,120.8,54.5,67.9,634.2,Hard_water
466.8,124.6,53.4,66.7,611,Hard_water
467,126.9,52,65,611.7,Hard_water
467.3,131.9,51.5,63.9,607.3,Hard_water
467.5,135.6,50.3,62.4,596.7,Hard_water
467.8,137.5,49.6,61.9,577.9,Hard_water
468,140.6,48.8,61.5,567.7,Hard_water
468.3,152.9,48.6,61.2,569.6,Hard_water
468.5,160.4,49.8,60.9,555.4,Hard_water
468.8,153.5,52.7,62,585.5,Hard_water
469,137,59.5,65.8,672.6,Hard_water
469.3,112,65.8,70.1,728.2,Hard_water
469.5,96.2,74.5,80.3,707.1,Hard_water
469.8,82.5,78.9,90.2,688.4,Hard_water
470,81,83.7,105.1,703.7,Hard_water
470.3,77.8,87,111.2,689.5,Hard_water
470.5,78.8,89,111.8,730.5,Hard_water
470.8,83.6,87.9,111.6,745.6,Hard_water
471,86.1,84.1,107.1,685.8,Hard_water
471.3,83,82.2,101.3,728.7,Hard_water
471.5,81.5,79.5,94.1,821.3,Hard_water
471.8,87.2,76.8,90.3,769.5,Hard_water
472,92.1,70.7,85.1,672.6,Hard_water
472.3,101.5,68.2,83.4,682.6,Hard_water
472.5,102.5,65.2,80.5,719.4,Hard_water
472.8,108.3,63.7,79,705.5,Hard_water
473,109.8,61.6,75.7,689.3,Hard_water
473.3,118.3,61.3,73.1,701.4,Hard_water
473.5,120.6,60.4,69.8,729.4,Hard_water
473.8,115,58.4,68.7,720.8,Hard_water
474,118.3,56.8,66.8,679.4,Hard_water
474.3,119.4,55.6,65.6,657.8,Hard_water
474.5,125.8,53.7,64.4,649.5,Hard_water
474.8,133.5,51.9,64.1,659.4,Hard_water
475,132.6,50.2,62.5,643.5,Hard_water
475.3,141.7,49.6,61.3,623.8,Hard_water
475.5,128,49.3,59.5,621.7,Hard_water
475.8,125.9,49.1,58.7,629.1,Hard_water
476,128.5,48.3,59.3,624.9,Hard_water
476.3,123.1,47.8,61,620.3,Hard_water
476.5,122.7,50.1,64.7,691.6,Hard_water
476.8,116.2,54.3,67.6,763.4,Hard_water
477,99.6,61.7,71.3,820.1,Hard_water
477.3,97.5,64.4,73.9,786.3,Hard_water
477.5,108.5,64.6,77.9,660.6,Hard_water
477.8,116.3,64,78.7,626.3,Hard_water
478,123.3,63.9,74.3,632.1,Hard_water
478.3,121.7,64.4,72.5,627.9,Hard_water
478.5,118.3,63.7,71.3,631.9,Hard_water
478.8,123.9,63.1,71.1,627.2,Hard_water
479,124.2,62.8,70.7,646,Hard_water
479.3,126.3,62.6,70.9,669.6,Hard_water
479.5,128.5,61.8,71.5,643.7,Hard_water
479.8,130.2,61.1,71.3,639.7,Hard_water
480,128.3,59.7,70.5,638.8,Hard_water
480.3,131.8,58.2,69.9,646.7,Hard_water
480.5,131.8,55.7,69.2,648.8,Hard_water
480.8,134.2,54.4,68.9,624,Hard_water
481,140,54.3,68.2,600,Hard_water
481.3,137.5,55,68.1,587.1,Hard_water
481.5,131.7,56,69.8,589,Hard_water
481.8,130.2,57.1,72.7,593,Hard_water
482,117.7,60.5,78.2,600.8,Hard_water
482.3,111.3,65.5,82.9,659.2,Hard_water
482.5,96.5,73.1,93.8,768.9,Hard_water
482.8,86.9,79.2,102,790,Hard_water
483,72.1,88.4,115.2,822.6,Hard_water
483.3,66.7,94.8,120.8,910.7,Hard_water
483.5,63.4,102.3,127.4,1005,Hard_water
483.8,67.1,104.6,130.7,934.4,Hard_water
484,84,101.8,131.4,709.2,Hard_water
484.3,98.4,98.5,131.8,610.1,Hard_water
484.5,115,93.6,130.8,635,Hard_water
484.8,111,91.5,127.7,712.6,Hard_water
485,93.8,92.9,121.3,801.9,Hard_water
485.3,84,94.2,117.5,804.2,Hard_water
485.5,76.3,92.9,116.2,795.2,Hard_water
485.8,88,90.2,117.8,786.4,Hard_water
486,104.5,86.2,117.1,770.4,Hard_water
486.3,108.2,84.8,116.3,788.2,Hard_water
486.5,112,83.3,115.7,821.6,Hard_water
486.8,105.5,83.4,114.1,812.8,Hard_water
487,97.2,85.6,113.6,840.6,Hard_water
487.3,95.9,86.8,113.9,901.2,Hard_water
487.5,105.6,87.9,117.9,818.8,Hard_water
487.8,100,88.9,120.5,718.7,Hard_water
488,93.9,91.8,122.1,777.9,Hard_water
488.3,76.8,94.9,123.9,894.9,Hard_water
488.5,62.9,96.3,123.5,934.5,Hard_water
488.8,58.5,95.8,120.2,935.5,Hard_water
489,64.9,93.6,113.2,950.1,Hard_water
489.3,71.3,89.6,108.9,855.9,Hard_water
489.5,86.3,80.7,101.8,696.5,Hard_water
489.8,99.6,76.7,97.5,702.7,Hard_water
490,106.1,73.8,92.4,743.2,Hard_water
490.3,106.1,72.5,89.6,720.8,Hard_water
490.5,112.4,71.5,89,756.5,Hard_water
490.8,120.3,70.7,91.6,776.9,Hard_water
491,120.8,70.4,95,768.3,Hard_water
491.3,116.7,71,96.8,770.8,Hard_water
