Well_ID,Depth,GAM(NAT),RES(16N),RES(64N),NEUTRON,Interpretation,Interpretation_N
1-T-210,312.1,21.7975,185.5905,396.438,1077.05,Water,1
1-T-210,312.2,52.9939,185.5215,396.16,931.128,Water,1
1-T-210,312.3,11.3988,185.5905,395.422,993.667,Water,1
1-T-210,312.4,32.1963,185.7285,395.792,965.872,Water,1
1-T-210,312.5,21.7975,186.0045,396.254,951.974,Water,1
1-T-210,312.6,21.7975,186.2805,396.714,986.718,Water,1
1-T-210,312.7,1,186.4875,396.438,1035.36,Water,1
1-T-210,312.8,32.1963,186.6945,396.254,979.769,Water,1
1-T-210,312.9,1,186.6255,396.438,951.974,Water,1
1-T-210,313,32.1963,187.1775,396.53,1174.33,Water,1
1-T-210,313.1,42.5951,187.731,396.254,993.667,Water,1
1-T-210,313.2,21.7975,188.145,396.068,993.667,Water,1
1-T-210,313.3,1,188.697,395.606,1007.56,Water,1
1-T-210,313.4,11.3988,188.559,395.606,993.667,Water,1
1-T-210,313.5,32.1963,188.352,395.698,1084,Water,1
1-T-210,313.6,11.3988,188.145,395.792,945.026,Water,1
1-T-210,313.7,32.1963,188.076,396.068,965.872,Water,1
1-T-210,313.8,11.3988,188.007,396.53,979.769,Water,1
1-T-210,313.9,11.3988,187.662,397.176,986.718,Water,1
1-T-210,314,11.3988,187.248,397.176,1090.95,Water,1
1-T-210,314.1,1,187.0395,397.546,993.667,Water,1
1-T-210,314.2,11.3988,187.1085,397.546,1118.74,Water,1
1-T-210,314.3,11.3988,186.9705,397.638,1132.64,Water,1
1-T-210,314.4,11.3988,186.9015,397.732,1153.49,Water,1
1-T-210,314.5,21.7975,186.6945,398.008,1077.05,Water,1
1-T-210,314.6,11.3988,186.6945,398.1,1139.59,Water,1
1-T-210,314.7,11.3988,186.8325,398.1,993.667,Water,1
1-T-210,314.8,1,186.6945,398.656,1000.62,Water,1
1-T-210,314.9,42.5951,186.7635,398.932,1014.51,Water,1
1-T-210,315,11.3988,186.6255,399.024,1063.15,Water,1
1-T-210,315.1,21.7975,186.6255,398.84,1084,Water,1
1-T-210,315.2,32.1963,186.5565,398.378,1132.64,Water,1
1-T-210,315.3,1,186.6255,398.47,1063.15,Water,1
1-T-210,315.4,42.5951,186.4185,398.286,910.282,Water,1
1-T-210,315.5,42.5951,186.5565,397.916,1063.15,Water,1
1-T-210,315.6,11.3988,186.5565,397.732,1028.41,Water,1
1-T-210,315.7,21.7975,186.6945,397.546,972.82,Water,1
1-T-210,315.8,42.5951,186.7635,397.176,1104.85,Water,1
1-T-210,315.9,11.3988,186.9015,396.53,1070.1,Water,1
1-T-210,316,1,186.9705,396.346,1181.28,Water,1
1-T-210,316.1,52.9939,187.0395,395.884,965.872,Water,1
1-T-210,316.2,1,187.1085,395.698,1070.1,Water,1
1-T-210,316.3,32.1963,186.9705,395.884,1021.46,Water,1
1-T-210,316.4,42.5951,186.7635,395.422,1167.38,Water,1
1-T-210,316.5,42.5951,186.5565,395.144,910.282,Water,1
1-T-210,316.6,21.7975,186.5565,395.052,1014.51,Water,1
1-T-210,316.7,11.3988,186.4875,394.682,1042.31,Water,1
1-T-210,316.8,11.3988,186.4875,394.498,1111.79,Water,1
1-T-210,316.9,32.1963,186.3495,394.36,979.769,Water,1
1-T-210,317,1,186.1425,394.128,1007.56,Water,1
1-T-210,317.1,32.1963,185.9355,393.574,951.974,Water,1
1-T-210,317.2,42.5951,186.0045,393.296,1236.87,Water,1
1-T-210,317.3,32.1963,185.9355,393.204,1070.1,Water,1
1-T-210,317.4,21.7975,186.0045,392.928,1000.62,Water,1
1-T-210,317.5,21.7975,185.7975,392.096,1049.26,Water,1
1-T-210,317.6,32.1963,185.7285,391.264,1063.15,Water,1
1-T-210,317.7,21.7975,185.451,390.618,1049.26,Water,1
1-T-210,317.8,42.5951,185.382,390.618,965.872,Water,1
1-T-210,317.9,52.9939,185.175,389.97,951.974,Water,1
1-T-210,318,21.7975,184.899,389.048,910.282,Water,1
1-T-210,318.1,21.7975,184.278,387.384,1063.15,Water,1
1-T-210,318.2,11.3988,183.864,385.444,1063.15,Water,1
1-T-210,318.3,21.7975,183.1725,383.504,1021.46,Water,1
1-T-210,318.4,32.1963,182.4825,382.026,1104.85,Water,1
1-T-210,318.5,63.3926,182.0685,381.01,979.769,Water,1
1-T-210,318.6,21.7975,180.894,379.716,1000.62,Water,1
1-T-210,318.7,42.5951,179.7195,378.33,1104.85,Water,1
1-T-210,318.8,42.5951,177.924,376.76,1000.62,Water,1
1-T-210,318.9,42.5951,176.0595,375.282,965.872,Water,1
1-T-210,319,11.3988,174.195,373.988,993.667,Water,1
1-T-210,319.1,11.3988,172.7445,372.696,819.949,Water,1
1-T-210,319.2,1,171.639,371.31,799.103,Water,1
1-T-210,319.3,84.1902,170.811,369.646,750.462,Water,1
1-T-210,319.4,52.9939,169.2225,367.706,847.744,Water,1
1-T-210,319.5,11.3988,168.048,366.136,1021.46,Water,1
1-T-210,319.6,1,167.634,364.566,938.077,Water,1
1-T-210,319.7,63.3926,167.082,363.18,743.513,Water,1
1-T-210,319.8,21.7975,166.737,362.44,924.18,Water,1
1-T-210,319.9,21.7975,166.3215,361.148,889.436,Water,1
1-T-210,320,1,166.0455,359.854,861.641,Water,1
1-T-210,320.1,21.7975,165.8385,358.284,813,Water,1
1-T-210,320.2,11.3988,165.8385,357.452,945.026,Water,1
1-T-210,320.3,11.3988,166.1835,357.36,799.103,Water,1
1-T-210,320.4,32.1963,166.737,357.082,819.949,Water,1
1-T-210,320.5,21.7975,167.565,356.99,833.846,Water,1
1-T-210,320.6,32.1963,168.255,357.174,951.974,Water,1
1-T-210,320.7,32.1963,168.7395,358.098,938.077,Water,1
1-T-210,320.8,32.1963,169.5675,358.838,1021.46,Water,1
1-T-210,320.9,21.7975,170.9145,360.316,896.385,Water,1
1-T-210,321,73.7914,172.3995,361.24,1063.15,Water,1
1-T-210,321.1,52.9939,173.712,362.532,1125.69,Water,1
1-T-210,321.2,32.1963,175.023,364.012,1063.15,Water,1
1-T-210,321.3,21.7975,176.1975,364.75,1042.31,Water,1
1-T-210,321.4,32.1963,177.303,366.69,1077.05,Water,1
1-T-210,321.5,32.1963,178.407,368.63,1146.54,Water,1
1-T-210,321.6,21.7975,179.0295,371.124,993.667,Water,1
1-T-210,321.7,1,179.5815,372.972,1056.21,Water,1
1-T-210,321.8,32.1963,179.9955,374.08,1264.67,Water,1
1-T-210,321.9,32.1963,180.1335,376.114,1007.56,Water,1
1-T-210,322,11.3988,180.411,378.054,1132.64,Water,1
1-T-210,322.1,32.1963,180.687,380.27,1132.64,Water,1
1-T-210,322.2,1,180.963,381.656,889.436,Water,1
1-T-210,322.3,32.1963,181.308,383.042,1097.9,Water,1
1-T-210,322.4,32.1963,181.308,383.966,938.077,Water,1
1-T-210,322.5,21.7975,181.584,384.982,1090.95,Water,1
1-T-210,322.6,11.3988,182.0685,385.352,951.974,Water,1
1-T-210,322.7,21.7975,182.7585,385.722,945.026,Water,1
1-T-210,322.8,32.1963,183.2415,385.722,1111.79,Water,1
1-T-210,322.9,21.7975,183.1725,386.368,1125.69,Water,1
1-T-210,323,1,183.0345,386.646,972.82,Water,1
1-T-210,323.1,1,182.8965,387.292,910.282,Water,1
1-T-210,323.2,1,182.4135,387.384,917.231,Water,1
1-T-210,323.3,21.7975,182.2755,387.938,1056.21,Water,1
1-T-210,323.4,32.1963,181.86,388.124,931.128,Water,1
1-T-210,323.5,32.1963,181.791,388.216,910.282,Water,1
1-T-210,323.6,11.3988,181.722,388.124,1063.15,Water,1
1-T-210,323.7,11.3988,181.86,388.03,1125.69,Water,1
1-T-210,323.8,21.7975,182.0685,387.938,1049.26,Water,1
1-T-210,323.9,32.1963,182.2755,387.938,1097.9,Water,1
1-T-210,324,21.7975,182.4825,387.662,1104.85,Water,1
1-T-210,324.1,11.3988,182.6895,387.292,1049.26,Water,1
1-T-210,324.2,21.7975,182.7585,386.922,1063.15,Water,1
1-T-210,324.3,11.3988,182.8275,386.276,945.026,Water,1
1-T-210,324.4,21.7975,182.6895,386.46,1125.69,Water,1
1-T-210,324.5,21.7975,182.4825,386.368,1028.41,Water,1
1-T-210,324.6,1,182.2065,386.184,938.077,Water,1
1-T-210,324.7,21.7975,181.515,386.368,972.82,Water,1
1-T-210,324.8,11.3988,180.825,385.998,1063.15,Water,1
1-T-210,324.9,1,179.8575,385.168,1007.56,Water,1
1-T-210,325,1,179.2365,384.706,965.872,Water,1
1-T-210,325.1,1,178.6155,384.058,1160.44,Water,1
1-T-210,325.2,21.7975,178.269,383.688,1007.56,Water,1
1-T-210,325.3,11.3988,178.131,383.412,945.026,Water,1
1-T-210,325.4,1,178.062,382.766,1097.9,Water,1
1-T-210,325.5,1,177.717,382.304,993.667,Water,1
1-T-210,325.6,1,177.786,382.026,1139.59,Water,1
1-T-210,325.7,11.3988,177.855,381.748,1146.54,Water,1
1-T-210,325.8,32.1963,178.545,381.102,1042.31,Water,1
1-T-210,325.9,21.7975,178.8915,380.918,945.026,Water,1
1-T-210,326,21.7975,178.8915,380.548,972.82,Water,1
1-T-210,326.1,1,178.8225,380.548,1028.41,Water,1
1-T-210,326.2,11.3988,179.0295,380.918,1042.31,Water,1
1-T-210,326.3,1,179.0985,381.842,1090.95,Water,1
1-T-210,326.4,1,179.0985,382.858,1042.31,Water,1
1-T-210,326.5,21.7975,178.8915,383.504,1146.54,Water,1
1-T-210,326.6,63.3926,178.6155,383.874,1167.38,Water,1
1-T-210,326.7,11.3988,178.476,383.504,931.128,Water,1
1-T-210,326.8,21.7975,178.338,383.596,1111.79,Water,1
1-T-210,326.9,32.1963,178.269,383.688,1056.21,Water,1
1-T-210,327,32.1963,178.338,383.504,972.82,Water,1
1-T-210,327.1,52.9939,178.269,383.596,1111.79,Water,1
1-T-210,327.2,1,178.338,383.92,1097.9,Water,1
1-T-210,327.3,1,178.269,383.966,1111.79,Water,1
1-T-210,327.4,1,178.338,384.244,965.872,Water,1
1-T-210,327.5,1,178.407,384.798,1007.56,Water,1
1-T-210,327.6,1,178.407,384.52,1000.62,Water,1
1-T-210,327.7,11.3988,178.545,384.52,1014.51,Water,1
1-T-210,327.8,1,178.6155,384.244,1014.51,Water,1
1-T-210,327.9,11.3988,178.9605,383.874,979.769,Water,1
1-T-210,328,11.3988,179.3055,383.32,1007.56,Water,1
1-T-210,328.1,42.5951,179.3745,383.226,861.641,Water,1
1-T-210,328.2,11.3988,179.3745,383.134,1077.05,Water,1
1-T-210,328.3,1,179.2365,382.95,924.18,Water,1
1-T-210,328.4,1,179.1675,382.766,931.128,Water,1
1-T-210,328.5,1,178.545,382.304,903.333,Water,1
1-T-210,328.6,32.1963,178.2,382.58,1070.1,Water,1
1-T-210,328.7,42.5951,177.993,383.042,924.18,Water,1
1-T-210,328.8,32.1963,177.786,383.412,903.333,Water,1
1-T-210,328.9,42.5951,177.441,383.504,1090.95,Water,1
1-T-210,329,52.9939,177.441,383.504,1153.49,Water,1
1-T-210,329.1,21.7975,177.234,382.766,1035.36,Water,1
1-T-210,329.2,11.3988,177.234,382.488,882.487,Water,1
1-T-210,329.3,52.9939,177.51,382.026,896.385,Water,1
1-T-210,329.4,42.5951,177.993,382.118,854.692,Water,1
1-T-210,329.5,1,178.545,382.21,840.795,Water,1
1-T-210,329.6,42.5951,178.6845,382.396,965.872,Water,1
1-T-210,329.7,42.5951,178.7535,382.672,903.333,Water,1
1-T-210,329.8,42.5951,179.0295,382.95,1028.41,Water,1
1-T-210,329.9,11.3988,179.2365,383.226,910.282,Water,1
1-T-210,330,32.1963,179.4435,383.504,847.744,Water,1
1-T-210,330.1,21.7975,179.7885,383.782,1063.15,Water,1
1-T-210,330.2,32.1963,180.2025,383.874,931.128,Water,1
1-T-210,330.3,32.1963,180.549,384.52,840.795,Water,1
1-T-210,330.4,1,180.963,385.352,972.82,Water,1
1-T-210,330.5,1,181.239,385.536,924.18,Water,1
1-T-210,330.6,11.3988,181.722,386.368,861.641,Water,1
1-T-210,330.7,11.3988,182.2755,387.108,875.538,Water,1
1-T-210,330.8,104.988,183.0345,387.754,979.769,Water,1
1-T-210,330.9,42.5951,183.795,388.862,1028.41,Water,1
1-T-210,331,21.7975,184.347,389.602,1111.79,Water,1
1-T-210,331.1,32.1963,185.175,390.526,924.18,Water,1
1-T-210,331.2,26.9969,185.7975,391.172,1007.56,Water,1
1-T-210,331.3,21.7975,186.3495,391.634,979.769,Water,1
1-T-210,331.4,1,186.5565,392.372,1153.49,Water,1
1-T-210,331.5,42.5951,186.4185,392.928,1014.51,Water,1
1-T-210,331.6,11.3988,186.4875,394.22,958.923,Water,1
1-T-210,331.7,42.5951,186.4875,395.606,1021.46,Water,1
1-T-210,331.8,52.9939,186.4875,396.714,840.795,Water,1
1-T-210,331.9,32.1963,186.4875,397.454,882.487,Water,1
1-T-210,332,52.9939,186.0735,398.378,889.436,Water,1
1-T-210,332.1,11.3988,185.6595,398.932,1090.95,Water,1
1-T-210,332.2,21.7975,185.9355,399.486,1153.49,Water,1
1-T-210,332.3,21.7975,186.0735,399.856,979.769,Water,1
1-T-210,332.4,42.5951,186.1425,400.088,993.667,Water,1
1-T-210,332.5,1,186.2805,400.318,958.923,Water,1
1-T-210,332.6,32.1963,186.1425,400.78,1118.74,Water,1
1-T-210,332.7,42.5951,186.0735,401.518,1125.69,Water,1
1-T-210,332.8,1,186.0045,402.074,1049.26,Water,1
1-T-210,332.9,11.3988,186.1425,402.536,986.718,Water,1
1-T-210,333,32.1963,185.9355,403.09,1007.56,Water,1
1-T-210,333.1,32.1963,186.0045,403.552,986.718,Water,1
1-T-210,333.2,52.9939,186.0735,403.828,1000.62,Water,1
1-T-210,333.3,11.3988,186.3495,404.568,993.667,Water,1
1-T-210,333.4,1,186.4875,404.844,868.59,Water,1
1-T-210,333.5,11.3988,186.8325,405.676,1000.62,Water,1
1-T-210,333.6,21.7975,186.9705,405.954,1070.1,Water,1
1-T-210,333.7,32.1963,187.1775,406.416,945.026,Water,1
1-T-210,333.8,42.5951,187.662,407.34,868.59,Water,1
1-T-210,333.9,21.7975,188.145,407.894,986.718,Water,1
1-T-210,334,42.5951,188.697,408.818,958.923,Water,1
1-T-210,334.1,42.5951,189.3885,409.28,1070.1,Water,1
1-T-210,334.2,21.7975,189.9405,409.28,1000.62,Water,1
1-T-210,334.3,11.3988,190.3545,409.464,1077.05,Water,1
1-T-210,334.4,42.5951,191.046,409.648,993.667,Water,1
1-T-210,334.5,32.1963,191.598,410.11,1104.85,Water,1
1-T-210,334.6,32.1963,192.3225,410.388,1014.51,Water,1
1-T-210,334.7,11.3988,192.5655,410.758,1125.69,Water,1
1-T-210,334.8,1,192.4275,411.496,1146.54,Water,1
1-T-210,334.9,32.1963,192.15,411.958,1111.79,Water,1
1-T-210,335,11.3988,191.874,412.882,1236.87,Water,1
1-T-210,335.1,32.1963,192.012,413.344,1132.64,Water,1
1-T-210,335.2,32.1963,192.219,414.176,910.282,Water,1
1-T-210,335.3,11.3988,192.15,413.99,958.923,Water,1
1-T-210,335.4,11.3988,192.012,413.622,1084,Water,1
1-T-210,335.5,1,192.219,413.252,945.026,Water,1
1-T-210,335.6,1,192.4965,412.79,1097.9,Water,1
1-T-210,335.7,1,192.8415,412.882,1222.97,Water,1
1-T-210,335.8,21.7975,193.2555,412.974,1174.33,Water,1
1-T-210,335.9,1,193.3245,411.774,1007.56,Water,1
1-T-210,336,21.7975,193.0485,411.866,1181.28,Water,1
1-T-210,336.1,11.3988,192.7725,411.312,1181.28,Water,1
1-T-210,336.2,21.7975,192.219,410.942,1090.95,Water,1
1-T-210,336.3,21.7975,191.736,410.388,1125.69,Water,1
1-T-210,336.4,21.7975,191.0805,409.556,1049.26,Water,1
1-T-210,336.5,11.3988,190.2855,408.632,1104.85,Water,1
1-T-210,336.6,1,189.3195,407.246,1000.62,Water,1
1-T-210,336.7,32.1963,188.352,405.768,1056.21,Water,1
1-T-210,336.8,21.7975,187.662,404.476,1104.85,Water,1
1-T-210,336.9,42.5951,186.9015,403.552,1056.21,Water,1
1-T-210,337,21.7975,186.0045,402.258,1000.62,Water,1
1-T-210,337.1,1,185.037,400.964,1146.54,Water,1
1-T-210,337.2,11.3988,184.071,399.394,1014.51,Water,1
1-T-210,337.3,21.7975,183.1725,397.454,1153.49,Water,1
1-T-210,337.4,42.5951,182.1375,396.254,958.923,Water,1
1-T-210,337.5,1,181.101,395.236,833.846,Water,1
1-T-210,337.6,42.5951,180.48,393.944,1028.41,Water,1
1-T-210,337.7,11.3988,179.9265,393.204,1153.49,Water,1
1-T-210,337.8,1,179.3055,391.864,1021.46,Water,1
1-T-210,337.9,32.1963,178.6845,390.618,1174.33,Water,1
1-T-210,338,42.5951,177.924,389.048,1125.69,Water,1
1-T-210,338.1,21.7975,177.717,387.846,1146.54,Water,1
1-T-210,338.2,21.7975,177.6135,386.922,1007.56,Water,1
1-T-210,338.3,42.5951,177.579,386.276,938.077,Water,1
1-T-210,338.4,32.1963,177.372,385.722,833.846,Water,1
1-T-210,338.5,52.9939,176.7495,385.168,920.705,Water,1
1-T-210,338.6,1,175.6455,384.52,903.333,Water,1
1-T-210,338.7,11.3988,174.678,384.336,917.231,Water,1
1-T-210,338.8,1,173.988,383.782,979.769,Water,1
1-T-210,338.9,63.3926,173.2965,383.412,847.744,Water,1
1-T-210,339,63.3926,172.9515,383.042,826.897,Water,1
1-T-210,339.1,32.1963,172.8825,382.396,1077.05,Water,1
1-T-210,339.2,32.1963,172.8825,381.842,861.641,Water,1
1-T-210,339.3,21.7975,173.1585,381.102,833.846,Water,1
1-T-210,339.4,11.3988,173.781,381.286,1070.1,Water,1
1-T-210,339.5,42.5951,174.54,382.766,1090.95,Water,1
1-T-210,339.6,32.1963,175.023,383.32,875.538,Water,1
1-T-210,339.7,32.1963,175.5765,382.858,951.974,Water,1
1-T-210,339.8,1,176.3355,381.01,986.718,Water,1
1-T-210,339.9,32.1963,177.579,378.884,882.487,Water,1
1-T-210,340,1,178.6845,377.314,896.385,Water,1
1-T-210,340.1,11.3988,179.7885,376.114,1035.36,Water,1
1-T-210,340.2,21.7975,180.687,373.896,1049.26,Water,1
1-T-210,340.3,42.5951,181.17,371.31,1007.56,Water,1
1-T-210,340.4,52.9939,180.963,368.168,701.82,Water,1
1-T-210,340.5,104.988,120.872,181.821,646.231,Dry,0
1-T-210,340.6,125.785,121.471,179.28,785.205,Dry,0
1-T-210,340.7,73.7914,122.345,176.924,583.692,Dry,0
1-T-210,340.8,104.988,123.496,175.215,792.154,Dry,0
1-T-210,340.9,63.3926,125.476,173.645,646.231,Dry,0
1-T-210,341,73.7914,127.456,172.49,694.872,Dry,0
1-T-210,341.1,73.7914,128.192,171.659,806.051,Dry,0
1-T-210,341.2,104.988,127.686,170.065,708.769,Dry,0
1-T-210,341.3,63.3926,127.824,168.518,736.564,Dry,0
1-T-210,341.4,125.785,128.745,168.841,625.385,Dry,0
1-T-210,341.5,115.387,129.159,171.012,597.59,Dry,0
1-T-210,341.6,94.589,129.297,173.321,708.769,Dry,0
1-T-210,341.7,136.184,129.343,175.077,611.487,Dry,0
1-T-210,341.8,104.988,129.297,176.416,625.385,Dry,0
1-T-210,341.9,115.387,129.113,177.987,736.564,Dry,0
1-T-210,342,84.1902,129.021,180.666,694.872,Dry,0
1-T-210,342.1,84.1902,128.791,182.791,917.231,Dry,0
1-T-210,342.2,21.7975,128.561,184.962,965.872,Dry,0
1-T-210,342.3,136.184,128.192,186.394,993.667,Dry,0
1-T-210,342.4,52.9939,127.272,188.426,1070.1,Dry,0
1-T-210,342.5,42.5951,125.706,191.152,1090.95,Dry,0
1-T-210,342.6,32.1963,186.2115,387.292,1132.64,Water,1
1-T-210,342.7,11.3988,184.002,390.248,1153.49,Water,1
1-T-210,342.8,21.7975,181.584,393.758,965.872,Water,1
1-T-210,342.9,11.3988,179.4435,396.438,1118.74,Water,1
1-T-210,343,11.3988,177.372,398.008,1028.41,Water,1
1-T-210,343.1,11.3988,175.7145,396.992,986.718,Water,1
1-T-210,343.2,42.5951,174.195,396.346,882.487,Water,1
1-T-210,343.3,11.3988,173.0205,395.976,840.795,Water,1
1-T-210,343.4,21.7975,171.9855,395.792,750.462,Water,1
1-T-210,343.5,32.1963,170.949,395.792,889.436,Water,1
1-T-210,343.6,42.5951,169.7055,394.59,882.487,Water,1
1-T-210,343.7,1,168.6705,392.096,910.282,Water,1
1-T-210,343.8,11.3988,167.703,389.694,868.59,Water,1
1-T-210,343.9,32.1963,167.703,387.2,938.077,Water,1
1-T-210,344,11.3988,167.91,385.074,931.128,Water,1
1-T-210,344.1,42.5951,168.6015,382.58,1063.15,Water,1
1-T-210,344.2,11.3988,169.0845,379.808,1014.51,Water,1
1-T-210,344.3,1,168.8085,377.13,1028.41,Water,1
1-T-210,344.4,11.3988,168.5325,374.542,1021.46,Water,1
1-T-210,344.5,32.1963,168.6705,372.048,993.667,Water,1
1-T-210,344.6,11.3988,169.8435,369.554,993.667,Water,1
1-T-210,344.7,11.3988,171.7785,367.152,972.82,Water,1
1-T-210,344.8,11.3988,173.2965,365.028,1000.62,Water,1
1-T-210,344.9,42.5951,174.54,362.718,1111.79,Water,1
1-T-210,345,21.7975,175.9905,360.87,1118.74,Water,1
1-T-210,345.1,21.7975,177.441,359.946,1035.36,Water,1
1-T-210,345.2,52.9939,178.9605,360.038,917.231,Water,1
1-T-210,345.3,11.3988,179.9265,361.054,1000.62,Water,1
1-T-210,345.4,1,180.549,362.718,986.718,Water,1
1-T-210,345.5,1,181.2045,364.196,938.077,Water,1
1-T-210,345.6,21.7975,181.929,366.228,1056.21,Water,1
1-T-210,345.7,21.7975,182.5515,368.722,993.667,Water,1
1-T-210,345.8,42.5951,183.5175,371.494,948.5,Water,1
1-T-210,345.9,1,184.554,373.62,917.231,Water,1
1-T-210,346,11.3988,186.0045,374.728,875.538,Water,1
1-T-210,346.1,32.1963,187.731,374.728,924.18,Water,1
1-T-210,346.2,42.5951,189.1815,374.45,736.564,Water,1
1-T-210,346.3,52.9939,190.4925,374.174,1000.62,Water,1
1-T-210,346.4,84.1902,191.391,374.08,875.538,Water,1
1-T-210,346.5,42.5951,191.598,374.636,972.82,Water,1
1-T-210,346.6,11.3988,191.667,375.098,958.923,Water,1
1-T-210,346.7,11.3988,191.046,375.836,896.385,Water,1
1-T-210,346.8,21.7975,190.0785,376.298,951.974,Water,1
1-T-210,346.9,21.7975,188.9745,376.02,1160.44,Water,1
1-T-210,347,73.7914,188.007,375.374,1035.36,Water,1
1-T-210,347.1,42.5951,187.1775,374.82,1160.44,Water,1
1-T-210,347.2,11.3988,186.7635,374.174,1028.41,Water,1
1-T-210,347.3,11.3988,186.591,373.988,1167.38,Water,1
1-T-210,347.4,11.3988,186.4875,373.712,1132.64,Water,1
1-T-210,347.5,11.3988,186.1425,373.342,951.974,Water,1
1-T-210,347.6,26.9969,185.7975,372.972,993.667,Water,1
1-T-210,347.7,1,185.5905,372.788,1070.1,Water,1
1-T-210,347.8,32.1963,185.451,372.696,1132.64,Water,1
1-T-210,347.9,42.5951,185.382,372.88,1111.79,Water,1
1-T-210,348,11.3988,185.451,372.51,951.974,Water,1
1-T-210,348.1,42.5951,185.382,371.586,889.436,Water,1
1-T-210,348.2,11.3988,185.244,370.94,1209.08,Water,1
1-T-210,348.3,11.3988,185.5905,370.294,1063.15,Water,1
1-T-210,348.4,21.7975,185.8665,369.462,1097.9,Water,1
1-T-210,348.5,1,186.0735,368.816,1097.9,Water,1
1-T-210,348.6,11.3988,186.0735,367.984,1049.26,Water,1
1-T-210,348.7,32.1963,186.0045,367.152,1077.05,Water,1
1-T-210,348.8,11.3988,186.1425,366.044,1160.44,Water,1
1-T-210,348.9,1,186.2805,365.028,1084,Water,1
1-T-210,349,11.3988,185.9355,364.474,1139.59,Water,1
1-T-210,349.1,32.1963,185.313,363.826,1153.49,Water,1
1-T-210,349.2,1,184.623,363.272,1139.59,Water,1
1-T-210,349.3,42.5951,184.002,363.18,1035.36,Water,1
1-T-210,349.4,16.5982,183.7245,363.364,1056.21,Water,1
1-T-210,349.5,11.3988,182.8275,364.38,1035.36,Water,1
1-T-210,349.6,1,182.2065,365.212,1007.56,Water,1
1-T-210,349.7,1,181.584,365.582,1007.56,Water,1
1-T-210,349.8,32.1963,180.687,365.396,1084,Water,1
1-T-210,349.9,11.3988,180.1335,365.582,965.872,Water,1
1-T-210,350,11.3988,179.7885,364.842,1056.21,Water,1
1-T-210,350.1,11.3988,179.9955,364.196,1160.44,Water,1
1-T-210,350.2,42.5951,180.549,363.734,945.026,Water,1
1-T-210,350.3,52.9939,181.17,362.994,1056.21,Water,1
1-T-210,350.4,1,181.515,361.516,1090.95,Water,1
1-T-210,350.5,1,181.653,360.686,1125.69,Water,1
1-T-210,350.6,1,181.308,360.038,1146.54,Water,1
1-T-210,350.7,11.3988,181.032,359.576,1097.9,Water,1
1-T-210,350.8,52.9939,181.17,358.93,1097.9,Water,1
1-T-210,350.9,11.3988,181.515,358.468,931.128,Water,1
1-T-210,351,11.3988,181.86,358.56,1021.46,Water,1
1-T-210,351.1,21.7975,182.2065,358.284,1000.62,Water,1
1-T-210,351.2,21.7975,182.3445,358.284,1104.85,Water,1
1-T-210,351.3,1,182.4825,358.376,1090.95,Water,1
1-T-210,351.4,21.7975,182.7585,358.19,1042.31,Water,1
1-T-210,351.5,11.3988,182.5515,358.746,1090.95,Water,1
1-T-210,351.6,21.7975,182.2755,359.114,931.128,Water,1
1-T-210,351.7,1,182.4825,359.484,1042.31,Water,1
1-T-210,351.8,21.7975,182.6205,359.114,1209.08,Water,1
1-T-210,351.9,21.7975,182.7585,359.3,1049.26,Water,1
1-T-210,352,21.7975,183.0345,359.208,1243.82,Water,1
1-T-210,352.1,11.3988,183.1725,358.098,1084,Water,1
1-T-210,352.2,32.1963,183.1725,354.588,1063.15,Water,1
1-T-210,352.3,1,182.8965,349.876,1070.1,Water,1
1-T-210,352.4,11.3988,182.5515,347.474,1063.15,Water,1
1-T-210,352.5,32.1963,182.4135,344.796,1111.79,Water,1
1-T-210,352.6,1,181.998,342.67,1146.54,Water,1
1-T-210,352.7,1,181.17,341.47,1167.38,Water,1
1-T-210,352.8,1,179.409,340.454,1070.1,Water,1
1-T-210,352.9,1,176.0595,339.806,986.718,Water,1
1-T-210,353,11.3988,174.126,339.344,792.154,Water,1
1-T-210,353.1,115.387,172.1235,339.16,844.269,Water,1
1-T-210,353.2,11.3988,171.156,338.976,868.59,Water,1
1-T-210,353.3,1,170.811,338.514,986.718,Water,1
1-T-210,353.4,21.7975,170.742,337.958,945.026,Water,1
1-T-210,353.5,1,170.535,337.59,938.077,Water,1
1-T-210,353.6,52.9939,171.087,337.128,1118.74,Water,1
1-T-210,353.7,42.5951,171.57,337.128,917.231,Water,1
1-T-210,353.8,21.7975,172.3995,337.866,1014.51,Water,1
1-T-210,353.9,1,173.3655,338.976,965.872,Water,1
1-T-210,354,21.7975,174.609,340.084,1146.54,Water,1
1-T-210,354.1,42.5951,175.6455,339.898,1181.28,Water,1
1-T-210,354.2,42.5951,176.2665,339.622,1153.49,Water,1
1-T-210,354.3,32.1963,176.958,339.53,1021.46,Water,1
1-T-210,354.4,63.3926,177.51,340.084,1084,Water,1
1-T-210,354.5,63.3926,178.131,340.73,1104.85,Water,1
1-T-210,354.6,11.3988,178.476,341.284,1146.54,Water,1
1-T-210,354.7,42.5951,178.6155,342.116,979.769,Water,1
1-T-210,354.8,16.5982,178.476,343.132,1077.05,Water,1
1-T-210,354.9,11.3988,178.476,343.41,1084,Water,1
1-T-210,355,21.7975,178.407,343.872,1070.1,Water,1
1-T-210,355.1,32.1963,177.993,344.056,1104.85,Water,1
